OBV 1.10 se bwa 51892 10000950
BSW 1.10 se bwa 52391 10000964
HOL 1.10 se bwa 50483 10000894
FV 1.10 se bwa 49458 10000893
OBV 1.10 se vg 51090 10000000
BSW 1.10 se vg 51334 10000000
HOL 1.10 se vg 49429 10000000
FV 1.10 se vg 48264 10000000
BSW 1.10 pe bwa 10785 10000949
OBV 1.10 pe bwa 10995 10000929
HOL 1.10 pe bwa 9877 10000887
FV 1.10 pe bwa 10107 10000882
BSW 1.10 pe vg 9786 10000000
OBV 1.10 pe vg 9958 10000000
HOL 1.10 pe vg 9174 10000000
FV 1.10 pe vg 9339 10000000
