bin	mq	FP	total	TP	TP_sum	FP_sum	total_sum	FPR	TPR	mode	breeds	prog	replication
(20,30]	24.7941078807556	732	54208	53476	9835171	1224	9836395	0.01224	98.35171	se	random	vg	2
(10,20]	15.9625216942633	1805	42638	40833	9876004	3029	9879033	0.03029	98.76004	se	random	vg	2
[0,10]	2.66598328469748	48460	120967	72507	9948511	51489	10000000	0.51489	99.48511	se	random	vg	2
(50,60]	59.9937593552241	135	9924936	9924801	9924801	135	9924936	0.00135	99.24801	pe	random	vg	3
(40,50]	46.492660011744	82	13624	13542	9938343	217	9938560	0.00217	99.38343	pe	random	vg	3
(30,40]	35.5985580193171	55	14702	14647	9952990	272	9953262	0.00272	99.5299	pe	random	vg	3
(20,30]	24.9566122874002	177	11524	11347	9964337	449	9964786	0.00449	99.64337	pe	random	vg	3
(10,20]	16.4768235716852	431	11132	10701	9975038	880	9975918	0.0088	99.75038	pe	random	vg	3
[0,10]	2.03305373307865	8826	24082	15256	9990294	9706	10000000	0.09706	99.90294	pe	random	vg	3
(50,60]	59.9762901384901	223	9693688	9693465	9693465	223	9693688	0.00223	96.93465	se	random	vg	3
(40,50]	45.0034050456586	111	38766	38655	9732120	334	9732454	0.00334	97.3212	se	random	vg	3
(30,40]	36.1837681736706	198	50210	50012	9782132	532	9782664	0.00532	97.82132	se	random	vg	3
(20,30]	24.806159353434	746	54194	53448	9835580	1278	9836858	0.01278	98.3558	se	random	vg	3
(10,20]	15.9653732051738	1709	42135	40426	9876006	2987	9878993	0.02987	98.76006	se	random	vg	3
[0,10]	2.65772228052923	48470	121007	72537	9948543	51457	10000000	0.51457	99.48543	se	random	vg	3
(50,60]	59.9937525692592	125	9925040	9924915	9924915	125	9925040	0.00125	99.24915	pe	random	vg	4
(40,50]	46.4461291733489	70	13718	13648	9938563	195	9938758	0.00195	99.38563	pe	random	vg	4
(30,40]	35.5878804496847	70	14588	14518	9953081	265	9953346	0.00265	99.53081	pe	random	vg	4
(20,30]	24.9042405283281	142	11508	11366	9964447	407	9964854	0.00407	99.64447	pe	random	vg	4
(10,20]	16.4797988866942	426	11138	10712	9975159	833	9975992	0.00833	99.75159	pe	random	vg	4
[0,10]	2.02082639120293	8841	24008	15167	9990326	9674	10000000	0.09674	99.90326	pe	random	vg	4
(50,60]	59.9762402371324	221	9693489	9693268	9693268	221	9693489	0.00221	96.93268	se	random	vg	4
(40,50]	45.0075540033631	99	38655	38556	9731824	320	9732144	0.0032	97.31824	se	random	vg	4
(30,40]	36.1779034795945	160	50207	50047	9781871	480	9782351	0.0048	97.81871	se	random	vg	4
(20,30]	24.8076160763443	682	54490	53808	9835679	1162	9836841	0.01162	98.35679	se	random	vg	4
(10,20]	15.9581511261579	1791	42534	40743	9876422	2953	9879375	0.02953	98.76422	se	random	vg	4
[0,10]	2.66707564766839	48359	120625	72266	9948688	51312	10000000	0.51312	99.48688	se	random	vg	4
(50,60]	59.9936699231577	115	9924998	9924883	9924883	115	9924998	0.00115	99.24883	pe	random	vg	5
(40,50]	46.4664808566818	78	13634	13556	9938439	193	9938632	0.00193	99.38439	pe	random	vg	5
(30,40]	35.5696375034069	63	14676	14613	9953052	256	9953308	0.00256	99.53052	pe	random	vg	5
(20,30]	24.9150201084106	139	11438	11299	9964351	395	9964746	0.00395	99.64351	pe	random	vg	5
(10,20]	16.450053514092	451	11212	10761	9975112	846	9975958	0.00846	99.75112	pe	random	vg	5
[0,10]	2.03843274270027	8796	24042	15246	9990358	9642	10000000	0.09642	99.90358	pe	random	vg	5
(50,60]	59.9763709902472	223	9693085	9692862	9692862	223	9693085	0.00223	96.92862	se	random	vg	5
(40,50]	45.0044519218325	88	38635	38547	9731409	311	9731720	0.00311	97.31409	se	random	vg	5
(30,40]	36.1871079170968	171	50372	50201	9781610	482	9782092	0.00482	97.8161	se	random	vg	5
(20,30]	24.8074277095137	684	54364	53680	9835290	1166	9836456	0.01166	98.3529	se	random	vg	5
(10,20]	15.9577081131854	1751	42585	40834	9876124	2917	9879041	0.02917	98.76124	se	random	vg	5
[0,10]	2.66464669846808	48373	120959	72586	9948710	51290	10000000	0.5129	99.4871	se	random	vg	5
(50,60]	59.993747270766	128	9924946	9924818	9924818	128	9924946	0.00128	99.24818	pe	random	vg	6
(40,50]	46.431878113097	65	13652	13587	9938405	193	9938598	0.00193	99.38405	pe	random	vg	6
(30,40]	35.5650334379692	57	14654	14597	9953002	250	9953252	0.0025	99.53002	pe	random	vg	6
(20,30]	24.9040763226366	152	11530	11378	9964380	402	9964782	0.00402	99.6438	pe	random	vg	6
(10,20]	16.4185629815445	503	11162	10659	9975039	905	9975944	0.00905	99.75039	pe	random	vg	6
[0,10]	2.02086797472564	8787	24056	15269	9990308	9692	10000000	0.09692	99.90308	pe	random	vg	6
(50,60]	59.9762881166371	228	9693241	9693013	9693013	228	9693241	0.00228	96.93013	se	random	vg	6
(40,50]	44.9987143224479	106	38890	38784	9731797	334	9732131	0.00334	97.31797	se	random	vg	6
(30,40]	36.1820522030651	166	50112	49946	9781743	500	9782243	0.005	97.81743	se	random	vg	6
(20,30]	24.7975863657301	692	54275	53583	9835326	1192	9836518	0.01192	98.35326	se	random	vg	6
(10,20]	15.9435255585449	1793	42745	40952	9876278	2985	9879263	0.02985	98.76278	se	random	vg	6
[0,10]	2.66567829248698	48352	120737	72385	9948663	51337	10000000	0.51337	99.48663	se	random	vg	6
(50,60]	59.9936576816653	128	9924762	9924634	9924634	128	9924762	0.00128	99.24634	pe	random	vg	7
(40,50]	46.4305434466725	56	13764	13708	9938342	184	9938526	0.00184	99.38342	pe	random	vg	7
(30,40]	35.5805258833196	39	14604	14565	9952907	223	9953130	0.00223	99.52907	pe	random	vg	7
(20,30]	24.908353469106	157	11588	11431	9964338	380	9964718	0.0038	99.64338	pe	random	vg	7
(10,20]	16.4869549678342	453	11192	10739	9975077	833	9975910	0.00833	99.75077	pe	random	vg	7
[0,10]	2.04948111249481	8821	24090	15269	9990346	9654	10000000	0.09654	99.90346	pe	random	vg	7
(50,60]	59.9761809383751	214	9693245	9693031	9693031	214	9693245	0.00214	96.93031	se	random	vg	7
(40,50]	45.0077708874765	98	38863	38765	9731796	312	9732108	0.00312	97.31796	se	random	vg	7
(30,40]	36.1865884559366	163	50121	49958	9781754	475	9782229	0.00475	97.81754	se	random	vg	7
(20,30]	24.8021919322159	678	54290	53612	9835366	1153	9836519	0.01153	98.35366	se	random	vg	7
(10,20]	15.9702972629199	1758	42454	40696	9876062	2911	9878973	0.02911	98.76062	se	random	vg	7
[0,10]	2.65926611417287	48457	121027	72570	9948632	51368	10000000	0.51368	99.48632	se	random	vg	7
(50,60]	59.9936342157628	114	9925250	9925136	9925136	114	9925250	0.00114	99.25136	pe	random	vg	8
(40,50]	46.465191740413	56	13560	13504	9938640	170	9938810	0.0017	99.3864	pe	random	vg	8
(30,40]	35.6015646828723	58	14316	14258	9952898	228	9953126	0.00228	99.52898	pe	random	vg	8
(20,30]	24.9481829247087	166	11502	11336	9964234	394	9964628	0.00394	99.64234	pe	random	vg	8
(10,20]	16.4294336943014	480	11266	10786	9975020	874	9975894	0.00874	99.7502	pe	random	vg	8
[0,10]	2.03625653364308	8803	24106	15303	9990323	9677	10000000	0.09677	99.90323	pe	random	vg	8
(50,60]	59.9763351842066	209	9693082	9692873	9692873	209	9693082	0.00209	96.92873	se	random	vg	8
(40,50]	44.9907218886111	119	38801	38682	9731555	328	9731883	0.00328	97.31555	se	random	vg	8
(30,40]	36.192430469654	194	50122	49928	9781483	522	9782005	0.00522	97.81483	se	random	vg	8
(20,30]	24.7964185251236	714	54391	53677	9835160	1236	9836396	0.01236	98.3516	se	random	vg	8
(10,20]	15.9525366719611	1737	42812	41075	9876235	2973	9879208	0.02973	98.76235	se	random	vg	8
[0,10]	2.66121100735148	48312	120792	72480	9948715	51285	10000000	0.51285	99.48715	se	random	vg	8
(50,60]	59.9937531171442	134	9924950	9924816	9924816	134	9924950	0.00134	99.24816	pe	random	vg	9
(40,50]	46.3932257595581	55	13758	13703	9938519	189	9938708	0.00189	99.38519	pe	random	vg	9
(30,40]	35.5693007860985	59	14502	14443	9952962	248	9953210	0.00248	99.52962	pe	random	vg	9
(20,30]	24.9466154919749	164	11464	11300	9964262	412	9964674	0.00412	99.64262	pe	random	vg	9
(10,20]	16.5334412081985	472	11124	10652	9974914	884	9975798	0.00884	99.74914	pe	random	vg	9
[0,10]	2.01983307164697	8925	24202	15277	9990191	9809	10000000	0.09809	99.90191	pe	random	vg	9
(50,60]	59.9763485143285	234	9693260	9693026	9693026	234	9693260	0.00234	96.93026	se	random	vg	9
(40,50]	45.0098809616432	96	38559	38463	9731489	330	9731819	0.0033	97.31489	se	random	vg	9
(30,40]	36.1768737299279	163	50194	50031	9781520	493	9782013	0.00493	97.8152	se	random	vg	9
(20,30]	24.8047393888102	634	54353	53719	9835239	1127	9836366	0.01127	98.35239	se	random	vg	9
(10,20]	15.9568572100682	1837	42510	40673	9875912	2964	9878876	0.02964	98.75912	se	random	vg	9
[0,10]	2.65854826458836	48528	121124	72596	9948508	51492	10000000	0.51492	99.48508	se	random	vg	9
(50,60]	59.9937906384227	129	9925336	9925207	9925207	129	9925336	0.00129	99.25207	pe	vgref	vgref	10
(40,50]	46.4305010893246	69	13770	13701	9938908	198	9939106	0.00198	99.38908	pe	vgref	vgref	10
(30,40]	35.5650628758885	61	14632	14571	9953479	259	9953738	0.00259	99.53479	pe	vgref	vgref	10
(20,30]	24.9517667844523	133	11320	11187	9964666	392	9965058	0.00392	99.64666	pe	vgref	vgref	10
(10,20]	16.5454213123743	399	10942	10543	9975209	791	9976000	0.00791	99.75209	pe	vgref	vgref	10
[0,10]	1.99491666666667	8863	24000	15137	9990346	9654	10000000	0.09654	99.90346	pe	vgref	vgref	10
(50,60]	59.9764417223985	214	9694342	9694128	9694128	214	9694342	0.00214	96.94128	se	vgref	vgref	10
(40,50]	45.0523109243697	86	38080	37994	9732122	300	9732422	0.003	97.32122	se	vgref	vgref	10
(30,40]	36.1945534546319	198	50454	50256	9782378	498	9782876	0.00498	97.82378	se	vgref	vgref	10
(20,30]	24.7925509278961	671	54047	53376	9835754	1169	9836923	0.01169	98.35754	se	vgref	vgref	10
(10,20]	15.9588908096332	1711	42229	40518	9876272	2880	9879152	0.0288	98.76272	se	vgref	vgref	10
[0,10]	2.65819045412419	48484	120848	72364	9948636	51364	10000000	0.51364	99.48636	se	vgref	vgref	10
(50,60]	59.9937978775881	127	9925312	9925185	9925185	127	9925312	0.00127	99.25185	pe	vgref	vgref	1
(40,50]	46.4293801712876	69	13778	13709	9938894	196	9939090	0.00196	99.38894	pe	vgref	vgref	1
(30,40]	35.56613828915	61	14636	14575	9953469	257	9953726	0.00257	99.53469	pe	vgref	vgref	1
(20,30]	24.9544169611307	133	11320	11187	9964656	390	9965046	0.0039	99.64656	pe	vgref	vgref	1
(10,20]	16.5433789954338	399	10950	10551	9975207	789	9975996	0.00789	99.75207	pe	vgref	vgref	1
[0,10]	1.9971671388102	8869	24004	15135	9990342	9658	10000000	0.09658	99.90342	pe	vgref	vgref	1
(50,60]	59.9764417223985	214	9694342	9694128	9694128	214	9694342	0.00214	96.94128	se	vgref	vgref	1
(40,50]	45.0523109243697	86	38080	37994	9732122	300	9732422	0.003	97.32122	se	vgref	vgref	1
(30,40]	36.1945534546319	198	50454	50256	9782378	498	9782876	0.00498	97.82378	se	vgref	vgref	1
(20,30]	24.7925509278961	671	54047	53376	9835754	1169	9836923	0.01169	98.35754	se	vgref	vgref	1
(10,20]	15.9588908096332	1711	42229	40518	9876272	2880	9879152	0.0288	98.76272	se	vgref	vgref	1
[0,10]	2.65819045412419	48484	120848	72364	9948636	51364	10000000	0.51364	99.48636	se	vgref	vgref	1
(50,60]	59.9938033257151	129	9925324	9925195	9925195	129	9925324	0.00129	99.25195	pe	vgref	vgref	2
(40,50]	46.4310595065312	69	13780	13711	9938906	198	9939104	0.00198	99.38906	pe	vgref	vgref	2
(30,40]	35.5678000819336	61	14646	14585	9953491	259	9953750	0.00259	99.53491	pe	vgref	vgref	2
(20,30]	24.9515644334453	133	11314	11181	9964672	392	9965064	0.00392	99.64672	pe	vgref	vgref	2
(10,20]	16.5439912200476	399	10934	10535	9975207	791	9975998	0.00791	99.75207	pe	vgref	vgref	2
[0,10]	1.99658361803183	8868	24002	15134	9990341	9659	10000000	0.09659	99.90341	pe	vgref	vgref	2
(50,60]	59.9764417223985	214	9694342	9694128	9694128	214	9694342	0.00214	96.94128	se	vgref	vgref	2
(40,50]	45.0523109243697	86	38080	37994	9732122	300	9732422	0.003	97.32122	se	vgref	vgref	2
(30,40]	36.1945534546319	198	50454	50256	9782378	498	9782876	0.00498	97.82378	se	vgref	vgref	2
(20,30]	24.7925509278961	671	54047	53376	9835754	1169	9836923	0.01169	98.35754	se	vgref	vgref	2
(10,20]	15.9588908096332	1711	42229	40518	9876272	2880	9879152	0.0288	98.76272	se	vgref	vgref	2
[0,10]	2.65819045412419	48484	120848	72364	9948636	51364	10000000	0.51364	99.48636	se	vgref	vgref	2
(50,60]	59.9938005096454	129	9925332	9925203	9925203	129	9925332	0.00129	99.25203	pe	vgref	vgref	3
(40,50]	46.4315804764672	69	13768	13699	9938902	198	9939100	0.00198	99.38902	pe	vgref	vgref	3
(30,40]	35.5680513801585	61	14636	14575	9953477	259	9953736	0.00259	99.53477	pe	vgref	vgref	3
(20,30]	24.9526250662896	133	11314	11181	9964658	392	9965050	0.00392	99.64658	pe	vgref	vgref	3
(10,20]	16.5452385304332	399	10942	10543	9975201	791	9975992	0.00791	99.75201	pe	vgref	vgref	3
[0,10]	1.99700099966678	8860	24008	15148	9990349	9651	10000000	0.09651	99.90349	pe	vgref	vgref	3
(50,60]	59.9764417223985	214	9694342	9694128	9694128	214	9694342	0.00214	96.94128	se	vgref	vgref	3
(40,50]	45.0523109243697	86	38080	37994	9732122	300	9732422	0.003	97.32122	se	vgref	vgref	3
(30,40]	36.1945534546319	198	50454	50256	9782378	498	9782876	0.00498	97.82378	se	vgref	vgref	3
(20,30]	24.7925509278961	671	54047	53376	9835754	1169	9836923	0.01169	98.35754	se	vgref	vgref	3
(10,20]	15.9588908096332	1711	42229	40518	9876272	2880	9879152	0.0288	98.76272	se	vgref	vgref	3
[0,10]	2.65819045412419	48484	120848	72364	9948636	51364	10000000	0.51364	99.48636	se	vgref	vgref	3
(50,60]	59.9938059440288	129	9925322	9925193	9925193	129	9925322	0.00129	99.25193	pe	vgref	vgref	4
(40,50]	46.4326169038629	69	13772	13703	9938896	198	9939094	0.00198	99.38896	pe	vgref	vgref	4
(30,40]	35.5690079256628	61	14636	14575	9953471	259	9953730	0.00259	99.53471	pe	vgref	vgref	4
(20,30]	24.9526669021547	133	11324	11191	9964662	392	9965054	0.00392	99.64662	pe	vgref	vgref	4
(10,20]	16.5440423976608	399	10944	10545	9975207	791	9975998	0.00791	99.75207	pe	vgref	vgref	4
[0,10]	1.99566702774769	8860	24002	15142	9990349	9651	10000000	0.09651	99.90349	pe	vgref	vgref	4
(50,60]	59.9764417223985	214	9694342	9694128	9694128	214	9694342	0.00214	96.94128	se	vgref	vgref	4
(40,50]	45.0523109243697	86	38080	37994	9732122	300	9732422	0.003	97.32122	se	vgref	vgref	4
(30,40]	36.1945534546319	198	50454	50256	9782378	498	9782876	0.00498	97.82378	se	vgref	vgref	4
(20,30]	24.7925509278961	671	54047	53376	9835754	1169	9836923	0.01169	98.35754	se	vgref	vgref	4
(10,20]	15.9588908096332	1711	42229	40518	9876272	2880	9879152	0.0288	98.76272	se	vgref	vgref	4
[0,10]	2.65819045412419	48484	120848	72364	9948636	51364	10000000	0.51364	99.48636	se	vgref	vgref	4
(50,60]	59.9938007036549	129	9925320	9925191	9925191	129	9925320	0.00129	99.25191	pe	vgref	vgref	5
(40,50]	46.4306442251886	69	13784	13715	9938906	198	9939104	0.00198	99.38906	pe	vgref	vgref	5
(30,40]	35.56916347731	61	14632	14571	9953477	259	9953736	0.00259	99.53477	pe	vgref	vgref	5
(20,30]	24.955845990816	135	11324	11189	9964666	394	9965060	0.00394	99.64666	pe	vgref	vgref	5
(10,20]	16.5466179159049	399	10940	10541	9975207	793	9976000	0.00793	99.75207	pe	vgref	vgref	5
[0,10]	1.99525	8867	24000	15133	9990340	9660	10000000	0.0966	99.9034	pe	vgref	vgref	5
(50,60]	59.9764417223985	214	9694342	9694128	9694128	214	9694342	0.00214	96.94128	se	vgref	vgref	5
(40,50]	45.0523109243697	86	38080	37994	9732122	300	9732422	0.003	97.32122	se	vgref	vgref	5
(30,40]	36.1945534546319	198	50454	50256	9782378	498	9782876	0.00498	97.82378	se	vgref	vgref	5
(20,30]	24.7925509278961	671	54047	53376	9835754	1169	9836923	0.01169	98.35754	se	vgref	vgref	5
(10,20]	15.9588908096332	1711	42229	40518	9876272	2880	9879152	0.0288	98.76272	se	vgref	vgref	5
[0,10]	2.65819045412419	48484	120848	72364	9948636	51364	10000000	0.51364	99.48636	se	vgref	vgref	5
(50,60]	59.9937980978388	129	9925342	9925213	9925213	129	9925342	0.00129	99.25213	pe	vgref	vgref	6
(40,50]	46.4295887225694	69	13762	13693	9938906	198	9939104	0.00198	99.38906	pe	vgref	vgref	6
(30,40]	35.5685605025949	61	14644	14583	9953489	259	9953748	0.00259	99.53489	pe	vgref	vgref	6
(20,30]	24.9513790664781	133	11312	11179	9964668	392	9965060	0.00392	99.64668	pe	vgref	vgref	6
(10,20]	16.5425648520278	400	10948	10548	9975216	792	9976008	0.00792	99.75216	pe	vgref	vgref	6
[0,10]	1.99616538846282	8858	23992	15134	9990350	9650	10000000	0.0965	99.9035	pe	vgref	vgref	6
(50,60]	59.9764417223985	214	9694342	9694128	9694128	214	9694342	0.00214	96.94128	se	vgref	vgref	6
(40,50]	45.0523109243697	86	38080	37994	9732122	300	9732422	0.003	97.32122	se	vgref	vgref	6
(30,40]	36.1945534546319	198	50454	50256	9782378	498	9782876	0.00498	97.82378	se	vgref	vgref	6
(20,30]	24.7925509278961	671	54047	53376	9835754	1169	9836923	0.01169	98.35754	se	vgref	vgref	6
(10,20]	15.9588908096332	1711	42229	40518	9876272	2880	9879152	0.0288	98.76272	se	vgref	vgref	6
[0,10]	2.65819045412419	48484	120848	72364	9948636	51364	10000000	0.51364	99.48636	se	vgref	vgref	6
(50,60]	59.993802110442	131	9925314	9925183	9925183	131	9925314	0.00131	99.25183	pe	vgref	vgref	7
(40,50]	46.4340747201628	69	13758	13689	9938872	200	9939072	0.002	99.38872	pe	vgref	vgref	7
(30,40]	35.569575310665	61	14646	14585	9953457	261	9953718	0.00261	99.53457	pe	vgref	vgref	7
(20,30]	24.9546497264867	135	11334	11199	9964656	396	9965052	0.00396	99.64656	pe	vgref	vgref	7
(10,20]	16.546600877193	399	10944	10545	9975201	795	9975996	0.00795	99.75201	pe	vgref	vgref	7
[0,10]	1.99666722212965	8860	24004	15144	9990345	9655	10000000	0.09655	99.90345	pe	vgref	vgref	7
(50,60]	59.9764417223985	214	9694342	9694128	9694128	214	9694342	0.00214	96.94128	se	vgref	vgref	7
(40,50]	45.0523109243697	86	38080	37994	9732122	300	9732422	0.003	97.32122	se	vgref	vgref	7
(30,40]	36.1945534546319	198	50454	50256	9782378	498	9782876	0.00498	97.82378	se	vgref	vgref	7
(20,30]	24.7925509278961	671	54047	53376	9835754	1169	9836923	0.01169	98.35754	se	vgref	vgref	7
(10,20]	15.9588908096332	1711	42229	40518	9876272	2880	9879152	0.0288	98.76272	se	vgref	vgref	7
[0,10]	2.65819045412419	48484	120848	72364	9948636	51364	10000000	0.51364	99.48636	se	vgref	vgref	7
(50,60]	59.9937992918716	129	9925318	9925189	9925189	129	9925318	0.00129	99.25189	pe	vgref	vgref	8
(40,50]	46.4325344952796	69	13770	13701	9938890	198	9939088	0.00198	99.3889	pe	vgref	vgref	8
(30,40]	35.5684210526316	61	14630	14569	9953459	259	9953718	0.00259	99.53459	pe	vgref	vgref	8
(20,30]	24.9555084745763	133	11328	11195	9964654	392	9965046	0.00392	99.64654	pe	vgref	vgref	8
(10,20]	16.5472491317858	399	10942	10543	9975197	791	9975988	0.00791	99.75197	pe	vgref	vgref	8
[0,10]	1.99608529068799	8871	24012	15141	9990338	9662	10000000	0.09662	99.90338	pe	vgref	vgref	8
(50,60]	59.9764417223985	214	9694342	9694128	9694128	214	9694342	0.00214	96.94128	se	vgref	vgref	8
(40,50]	45.0523109243697	86	38080	37994	9732122	300	9732422	0.003	97.32122	se	vgref	vgref	8
(30,40]	36.1945534546319	198	50454	50256	9782378	498	9782876	0.00498	97.82378	se	vgref	vgref	8
(20,30]	24.7925509278961	671	54047	53376	9835754	1169	9836923	0.01169	98.35754	se	vgref	vgref	8
(10,20]	15.9588908096332	1711	42229	40518	9876272	2880	9879152	0.0288	98.76272	se	vgref	vgref	8
[0,10]	2.65819045412419	48484	120848	72364	9948636	51364	10000000	0.51364	99.48636	se	vgref	vgref	8
(50,60]	59.9937940614984	128	9925332	9925204	9925204	128	9925332	0.00128	99.25204	pe	vgref	vgref	9
(40,50]	46.4317257408483	69	13768	13699	9938903	197	9939100	0.00197	99.38903	pe	vgref	vgref	9
(30,40]	35.5674088239312	62	14642	14580	9953483	259	9953742	0.00259	99.53483	pe	vgref	vgref	9
(20,30]	24.9551078119477	133	11316	11183	9964666	392	9965058	0.00392	99.64666	pe	vgref	vgref	9
(10,20]	16.5408219178082	399	10950	10551	9975217	791	9976008	0.00791	99.75217	pe	vgref	vgref	9
[0,10]	1.99258086028676	8857	23992	15135	9990352	9648	10000000	0.09648	99.90352	pe	vgref	vgref	9
(50,60]	59.9764417223985	214	9694342	9694128	9694128	214	9694342	0.00214	96.94128	se	vgref	vgref	9
(40,50]	45.0523109243697	86	38080	37994	9732122	300	9732422	0.003	97.32122	se	vgref	vgref	9
(30,40]	36.1945534546319	198	50454	50256	9782378	498	9782876	0.00498	97.82378	se	vgref	vgref	9
(20,30]	24.7925509278961	671	54047	53376	9835754	1169	9836923	0.01169	98.35754	se	vgref	vgref	9
(10,20]	15.9588908096332	1711	42229	40518	9876272	2880	9879152	0.0288	98.76272	se	vgref	vgref	9
[0,10]	2.65819045412419	48484	120848	72364	9948636	51364	10000000	0.51364	99.48636	se	vgref	vgref	9
