bin	ident	mq	FP	total	TP	FP_sum	TP_sum	total_sum	PPV	FPR	TPR	mode	breeds	prog	replication
(10,20]	ref	16.5010570824524	54	7568	7514	154	8064118	8064272	99.9980903421908	0.00190495605241647	99.751885659095	pe	HOL	vg	7
[0,10]	ref	2.01245980707395	7091	19904	12813	7245	8076931	8084176	99.910380476625	0.0896195233750477	99.910380476625	pe	HOL	vg	7
(50,60]	novel	59.9730668491546	64	1854369	1854305	64	1854305	1854369	99.996548691226	0.00334059913645512	96.788901276944	se	HOL	vg	7
(40,50]	novel	45.4598121085595	36	9580	9544	100	1863849	1863949	99.9946350463452	0.00521968615071113	97.2870681231679	se	HOL	vg	7
(30,40]	novel	35.6746140651801	38	11660	11622	138	1875471	1875609	99.9926423897518	0.00720316688798136	97.8937000476035	se	HOL	vg	7
(20,30]	novel	25.0971600855865	138	10282	10144	276	1885615	1885891	99.9853650078398	0.0144063337759627	98.4231850107317	se	HOL	vg	7
(10,20]	novel	15.9832353791309	344	10379	10035	620	1895650	1896270	99.9673042341017	0.032362054134409	98.9469805159555	se	HOL	vg	7
[0,10]	novel	3.07625038355324	6310	19554	13244	6930	1908894	1915824	99.6382757497557	0.361724250244281	99.6382757497557	se	HOL	vg	7
(50,60]	ref	59.9798100472655	56	7859850	7859794	56	7859794	7859850	99.9992875182096	0.000692711291787809	97.2244295522512	se	HOL	vg	7
(40,50]	ref	45.0566056086886	17	30845	30828	73	7890622	7890695	99.9990748596923	0.000902998648223393	97.6057671183804	se	HOL	vg	7
(30,40]	ref	36.0472421803252	40	37022	36982	113	7927604	7927717	99.9985746211677	0.00139779242807183	98.0632287075393	se	HOL	vg	7
(20,30]	ref	24.9601701753099	73	40899	40826	186	7968430	7968616	99.9976658431025	0.00230079107629522	98.5682399789416	se	HOL	vg	7
(10,20]	ref	15.8611752950728	166	32026	31860	352	8000290	8000642	99.9956003530717	0.00435418526266623	98.9623432245909	se	HOL	vg	7
[0,10]	ref	2.6483707232983	27432	83534	56102	27784	8056392	8084176	99.6563162405173	0.343683759482723	99.6563162405173	se	HOL	vg	7
(50,60]	novel	59.994280251415	27	1905853	1905826	27	1905826	1905853	99.9985833115146	0.00140931599631072	99.4781877031438	pe	HOL	vg	8
(40,50]	novel	46.1082017712746	17	2597	2580	44	1908406	1908450	99.9976944640939	0.00229666310509896	99.6128556761246	pe	HOL	vg	8
(30,40]	novel	35.1958946898706	11	2241	2230	55	1910636	1910691	99.9971214602466	0.0028708288813737	99.7292547380421	pe	HOL	vg	8
(20,30]	novel	25.6850797266515	23	1756	1733	78	1912369	1912447	99.9959214556011	0.00407135732267542	99.8197119462497	pe	HOL	vg	8
(10,20]	novel	15.7974759615385	51	1664	1613	129	1913982	1914111	99.9932605789319	0.00673339864904013	99.9039055278071	pe	HOL	vg	8
[0,10]	novel	3.78271028037383	371	1712	1341	500	1915323	1915823	99.9739015556239	0.0260984443761245	99.9739015556239	pe	HOL	vg	8
(50,60]	ref	59.9939209942224	46	8029109	8029063	46	8029063	8029109	99.9994270846242	0.000569012776439704	99.3182484747674	pe	HOL	vg	8
(40,50]	ref	46.2304778879358	15	8977	8962	61	8038025	8038086	99.9992411128719	0.000754560420930912	99.4291070074295	pe	HOL	vg	8
(30,40]	ref	35.7163728450375	15	10267	10252	76	8048277	8048353	99.9990557074224	0.00094010806542212	99.5559226375177	pe	HOL	vg	8
(20,30]	ref	24.795107398568	26	8380	8354	102	8056631	8056733	99.9987339781522	0.00126172398254021	99.6592603056563	pe	HOL	vg	8
(10,20]	ref	16.4920403289997	52	7538	7486	154	8064117	8064271	99.998090341954	0.0019049558167764	99.7518609501004	pe	HOL	vg	8
[0,10]	ref	2.0134632774038	7128	19906	12778	7282	8076895	8084177	99.909922803521	0.0900771964789984	99.909922803521	pe	HOL	vg	8
(50,60]	novel	59.9731503956418	72	1854329	1854257	72	1854257	1854329	99.9961171938744	0.00375817402851201	96.7863958275917	se	HOL	vg	8
(40,50]	novel	45.4753772003353	34	9544	9510	106	1863767	1863873	99.9943129172428	0.0055328673197538	97.2827879805243	se	HOL	vg	8
(30,40]	novel	35.6693888077022	45	11633	11588	151	1875355	1875506	99.9919488394065	0.00788172608757381	97.8876452116687	se	HOL	vg	8
(20,30]	novel	25.108533874553	117	10347	10230	268	1885585	1885853	99.9857889241632	0.0139887588839058	98.4216191048865	se	HOL	vg	8
(10,20]	novel	16.0010739041297	278	10243	9965	546	1895550	1896096	99.9712039896714	0.0284994863828828	98.9417608298048	se	HOL	vg	8
[0,10]	novel	3.07557785888078	6483	19728	13245	7029	1908795	1915824	99.6331082604665	0.366891739533485	99.6331082604665	se	HOL	vg	8
(50,60]	ref	59.9797851877212	55	7859979	7859924	55	7859924	7859979	99.9993002525834	0.000680341447291598	97.2260376320357	se	HOL	vg	8
(40,50]	ref	45.0654108138057	16	30683	30667	71	7890591	7890662	99.999100202239	0.000878258959230972	97.605383653201	se	HOL	vg	8
(30,40]	ref	36.0719801953556	39	37163	37124	110	7927715	7927825	99.9986124819859	0.0013606828945832	98.0646017602784	se	HOL	vg	8
(20,30]	ref	24.9453165176932	76	40835	40759	186	7968474	7968660	99.9976658559908	0.00230079107629522	98.5687842520994	se	HOL	vg	8
(10,20]	ref	15.8514563106796	166	31930	31764	352	8000238	8000590	99.9956003244761	0.00435418526266623	98.9616999926771	se	HOL	vg	8
[0,10]	ref	2.64848180317278	27446	83586	56140	27798	8056378	8084176	99.6561430626943	0.34385693730567	99.6561430626943	se	HOL	vg	8
(50,60]	novel	59.9942129927207	23	1905821	1905798	23	1905798	1905821	99.9987931710271	0.00120052781466356	99.4766742665297	pe	HOL	vg	9
(40,50]	novel	46.0695187165775	23	2618	2595	46	1908393	1908439	99.9975896531144	0.00240105562932712	99.6121251221407	pe	HOL	vg	9
(30,40]	novel	35.216652136007	6	2294	2288	52	1910681	1910733	99.997278531328	0.00271423679836979	99.7315515412689	pe	HOL	vg	9
(20,30]	novel	25.6883933676386	34	1749	1715	86	1912396	1912482	99.9955032256513	0.00448893008961157	99.8210691587536	pe	HOL	vg	9
(10,20]	novel	15.8197709463532	73	1659	1586	159	1913982	1914141	99.9916934018967	0.0082993009796307	99.9038533811039	pe	HOL	vg	9
[0,10]	novel	3.8972073677956	353	1683	1330	512	1915312	1915824	99.9732752069084	0.026724793091641	99.9732752069084	pe	HOL	vg	9
(50,60]	ref	59.9939556649124	43	8029171	8029128	43	8029128	8029171	99.9994644528059	0.000531903313337067	99.3190648001726	pe	HOL	vg	9
(40,50]	ref	46.242	15	9000	8985	58	8038113	8038171	99.9992784428199	0.00071745098078023	99.430207852971	pe	HOL	vg	9
(30,40]	ref	35.7004854368932	14	10300	10286	72	8048399	8048471	99.9991054201475	0.000890628803727183	99.5574440734591	pe	HOL	vg	9
(20,30]	ref	24.758940397351	23	8305	8282	95	8056681	8056776	99.9988208682977	0.00117513522714003	99.6598911255767	pe	HOL	vg	9
(10,20]	ref	16.4786427145709	58	7515	7457	153	8064138	8064291	99.9981027470363	0.00189258620792026	99.7521330559849	pe	HOL	vg	9
[0,10]	ref	2.01473472466683	7106	19885	12779	7259	8076917	8084176	99.910207298802	0.0897927011979947	99.910207298802	pe	HOL	vg	9
(50,60]	novel	59.9730365787695	65	1854327	1854262	65	1854262	1854327	99.9964946851337	0.00339279599796223	96.7866568118992	se	HOL	vg	9
(40,50]	novel	45.4798102266737	37	9485	9448	102	1863710	1863812	99.9945273450327	0.00532407987372535	97.2798127594184	se	HOL	vg	9
(30,40]	novel	35.6535969996591	39	11732	11693	141	1875403	1875544	99.9924821811698	0.00735975747250269	97.8901506610211	se	HOL	vg	9
(20,30]	novel	25.071387171561	177	10352	10175	318	1885578	1885896	99.9831379885211	0.0165986019592614	98.4212537268559	se	HOL	vg	9
(10,20]	novel	15.9997107876217	315	10373	10058	633	1895636	1896269	99.9666186601163	0.0330406133340015	98.9462497598944	se	HOL	vg	9
[0,10]	novel	3.10048580925594	6416	19555	13139	7049	1908775	1915824	99.6320643232364	0.367935676763628	99.6320643232364	se	HOL	vg	9
(50,60]	ref	59.9797187038719	53	7859902	7859849	53	7859849	7859902	99.9993256913381	0.000655601758299176	97.2251098936985	se	HOL	vg	9
(40,50]	ref	45.0800886975804	19	30666	30647	72	7890496	7890568	99.9990875181609	0.000890628803727183	97.6042085179739	se	HOL	vg	9
(30,40]	ref	36.0636982065554	38	37191	37153	110	7927649	7927759	99.9986124704346	0.0013606828945832	98.0637853505416	se	HOL	vg	9
(20,30]	ref	24.9460742335641	74	40871	40797	184	7968446	7968630	99.9976909456205	0.0022760513873028	98.5684378964535	se	HOL	vg	9
(10,20]	ref	15.8446820483962	172	31986	31814	356	8000260	8000616	99.9955503426236	0.00440366464065107	98.961972129256	se	HOL	vg	9
[0,10]	ref	2.64652943992341	27493	83560	56067	27849	8056327	8084176	99.655512200625	0.344487799374976	99.655512200625	se	HOL	vg	9
(50,60]	novel	59.9938291847399	18	1905907	1905889	18	1905889	1905907	99.999055567769	0.000939543507128003	99.4814241809269	pe	OBV	vg	10
(40,50]	novel	45.9409038238702	10	2589	2579	28	1908468	1908496	99.9985328761496	0.00146151212219912	99.6160398867537	pe	OBV	vg	10
(30,40]	novel	35.5364916773367	3	2343	2340	31	1910808	1910839	99.9983776759842	0.00161810270672045	99.7381805426803	pe	OBV	vg	10
(20,30]	novel	25.4696040156163	26	1793	1767	57	1912575	1912632	99.9970198135344	0.00297522110590534	99.8304123969634	pe	OBV	vg	10
(10,20]	novel	15.9490171990172	50	1628	1578	107	1914153	1914260	99.9944103726767	0.00558506418126091	99.9127790444216	pe	OBV	vg	10
[0,10]	novel	3.65153452685422	370	1564	1194	477	1915347	1915824	99.9751020970611	0.0248979029388921	99.9751020970611	pe	OBV	vg	10
(50,60]	ref	59.9939092276515	10	8029031	8029021	10	8029021	8029031	99.9998754519692	0.000123698444962109	99.3177412268115	pe	OBV	vg	10
(40,50]	ref	46.1883796869722	10	8881	8871	20	8037892	8037912	99.9997511791619	0.000247396889924217	99.4274741173374	pe	OBV	vg	10
(30,40]	ref	35.8014854827819	9	10367	10358	29	8048250	8048279	99.9996396745192	0.000358725490390115	99.5556009666291	pe	OBV	vg	10
(20,30]	ref	24.7408685306365	18	8405	8387	47	8056637	8056684	99.9994166334437	0.000581382691321911	99.6593468524188	pe	OBV	vg	10
(10,20]	ref	16.5547184773989	51	7566	7515	98	8064152	8064250	99.9987847598971	0.00121224476062867	99.7523062338079	pe	OBV	vg	10
[0,10]	ref	1.96532169025394	7214	19926	12712	7312	8076864	8084176	99.9095516970437	0.0904483029562939	99.9095516970437	pe	OBV	vg	10
(50,60]	novel	59.9727462078994	37	1852733	1852696	37	1852696	1852733	99.9980029502362	0.00193128286769407	96.7048660498741	se	OBV	vg	10
(40,50]	novel	45.4574750152968	32	9806	9774	69	1862470	1862539	99.9962953795867	0.00360158156407814	97.2150379079509	se	OBV	vg	10
(30,40]	novel	35.6980625681456	43	11923	11880	112	1874350	1874462	99.9940249522263	0.00584604543734423	97.8351362989835	se	OBV	vg	10
(20,30]	novel	25.0672191528545	94	10860	10766	206	1885116	1885322	99.9890734845294	0.0107525478579724	98.3970874166482	se	OBV	vg	10
(10,20]	novel	15.9396268866598	350	10667	10317	556	1895433	1895989	99.9706749353504	0.0290214398496731	98.9356021557293	se	OBV	vg	10
[0,10]	novel	3.09573502722323	6434	19836	13402	6990	1908835	1915825	99.6351441285086	0.364855871491394	99.6351441285086	se	OBV	vg	10
(50,60]	ref	59.9797182821207	27	7860133	7860106	27	7860106	7860133	99.9996564943621	0.000333985842711223	97.2283009707237	se	OBV	vg	10
(40,50]	ref	45.0879853196832	21	31062	31041	48	7891147	7891195	99.9993917271085	0.000593752609264396	97.6122733612273	se	OBV	vg	10
(30,40]	ref	36.040620782726	37	37050	37013	85	7928160	7928245	99.9989278837876	0.00105143691223903	98.0701184722003	se	OBV	vg	10
(20,30]	ref	24.9478627657748	74	40777	40703	159	7968863	7969022	99.9980047739861	0.00196680551818831	98.5736083150105	se	OBV	vg	10
(10,20]	ref	15.8744390455263	174	32311	32137	333	8001000	8001333	99.995838193461	0.00411915872677175	98.971138056759	se	OBV	vg	10
[0,10]	ref	2.64464884961734	27217	82842	55625	27550	8056625	8084175	99.6592107419743	0.340789258025711	99.6592107419743	se	OBV	vg	10
(50,60]	novel	59.9940659327973	24	1905607	1905583	24	1905583	1905607	99.9987405587826	0.00125272467617067	99.4654519413057	pe	OBV	vg	1
(40,50]	novel	45.9398043641836	7	2658	2651	31	1908234	1908265	99.9983754876812	0.00161810270672045	99.603825821161	pe	OBV	vg	1
(30,40]	novel	35.4876868953386	10	2274	2264	41	1910498	1910539	99.9978540087378	0.00214007132179156	99.7219995156131	pe	OBV	vg	1
(20,30]	novel	25.4236937403001	19	1933	1914	60	1912412	1912472	99.9968626991663	0.00313181169042668	99.8219043085377	pe	OBV	vg	1
(10,20]	novel	15.8756330894766	84	1777	1693	144	1914105	1914249	99.9924774676649	0.00751634805702403	99.9102735950693	pe	OBV	vg	1
[0,10]	novel	3.61269841269841	342	1575	1233	486	1915338	1915824	99.9746323253075	0.0253676746924561	99.9746323253075	pe	OBV	vg	1
(50,60]	ref	59.9939086855846	18	8028809	8028791	18	8028791	8028809	99.9997758073458	0.000222657200931796	99.3148961625774	pe	OBV	vg	1
(40,50]	ref	46.2320143884892	9	8896	8887	27	8037678	8037705	99.9996640832178	0.000333985801397693	99.4248269706152	pe	OBV	vg	1
(30,40]	ref	35.8034130350945	5	10372	10367	32	8048045	8048077	99.9996023894901	0.000395835023878748	99.5530651485074	pe	OBV	vg	1
(20,30]	ref	24.7646293888166	26	8459	8433	58	8056478	8056536	99.9992800876208	0.00071745098078023	99.6573800471439	pe	OBV	vg	1
(10,20]	ref	16.5316638258817	55	7627	7572	113	8064050	8064163	99.9985987386416	0.00139779242807183	99.7510445096693	pe	OBV	vg	1
[0,10]	ref	1.98241143256883	7221	20013	12792	7334	8076842	8084176	99.9092795604648	0.0907204395352105	99.9092795604648	pe	OBV	vg	1
(50,60]	novel	59.9735202214763	60	1852659	1852599	60	1852599	1852659	99.9967614115712	0.00313181005572012	96.6998029569507	se	OBV	vg	1
(40,50]	novel	45.4528512103717	28	9873	9845	88	1862444	1862532	99.9952752489622	0.00459332141505618	97.2136807902601	se	OBV	vg	1
(30,40]	novel	35.6270543615676	43	11865	11822	131	1874266	1874397	99.9930110856985	0.00683778528832226	97.8307517649055	se	OBV	vg	1
(20,30]	novel	25.0821815465073	111	10708	10597	242	1884863	1885105	99.9871625187987	0.0126316338914045	98.3838816175799	se	OBV	vg	1
(10,20]	novel	15.9143739472207	476	10686	10210	718	1895073	1895791	99.9621266268275	0.0374773270001174	98.9168112953949	se	OBV	vg	1
[0,10]	novel	2.9885195168214	6613	20034	13421	7331	1908494	1915825	99.6173450080253	0.382654991974737	99.6173450080253	se	OBV	vg	1
(50,60]	ref	59.979768715897	28	7860203	7860175	28	7860175	7860203	99.9996437751035	0.000346355688737564	97.2291544900995	se	OBV	vg	1
(40,50]	ref	45.0500513347023	22	31168	31146	50	7891321	7891371	99.9993663965362	0.000618492301317079	97.6144257144359	se	OBV	vg	1
(30,40]	ref	36.0177423292911	35	36861	36826	85	7928147	7928232	99.9989278820297	0.00105143691223903	98.069957664202	se	OBV	vg	1
(20,30]	ref	24.9611301327684	55	40597	40542	140	7968689	7968829	99.9982431546718	0.00173177844368782	98.5714559618019	se	OBV	vg	1
(10,20]	ref	15.9033329195631	166	32224	32058	306	8000747	8001053	99.9961755033994	0.00378517288406053	98.9680084857144	se	OBV	vg	1
[0,10]	ref	2.63939751209066	27398	83122	55724	27704	8056471	8084175	99.6573057856862	0.342694214313767	99.6573057856862	se	OBV	vg	1
(50,60]	novel	59.9938592169203	24	1905783	1905759	24	1905759	1905783	99.9987406750926	0.00125272467617067	99.4746385889309	pe	OBV	vg	2
(40,50]	novel	45.9273153575615	9	2559	2550	33	1908309	1908342	99.9982707502114	0.00172249642973467	99.6077405857741	pe	OBV	vg	2
(30,40]	novel	35.4190889370933	6	2305	2299	39	1910608	1910647	99.9979588066241	0.00203567759877734	99.7277411703789	pe	OBV	vg	2
(20,30]	novel	25.4214689265537	14	1770	1756	53	1912364	1912417	99.9972286378964	0.0027664336598769	99.8193988591854	pe	OBV	vg	2
(10,20]	novel	15.8685714285714	86	1750	1664	139	1914028	1914167	99.9927383556398	0.00725536374948847	99.9062544367332	pe	OBV	vg	2
[0,10]	novel	3.6161738080869	391	1657	1266	530	1915294	1915824	99.9723356634012	0.027664336598769	99.9723356634012	pe	OBV	vg	2
(50,60]	ref	59.9939403042813	9	8028951	8028942	9	8028942	8028951	99.9998879056554	0.000111328600465898	99.3167640090963	pe	OBV	vg	2
(40,50]	ref	46.2206131915375	9	8839	8830	18	8037772	8037790	99.9997760578467	0.000222657200931796	99.4259897359978	pe	OBV	vg	2
(30,40]	ref	35.7639733565016	10	10359	10349	28	8048121	8048149	99.9996520939163	0.000346355645893904	99.5540052566891	pe	OBV	vg	2
(20,30]	ref	24.7299668089142	24	8436	8412	52	8056533	8056585	99.9993545652407	0.000643231913802965	99.6580603885912	pe	OBV	vg	2
(10,20]	ref	16.53217623498	50	7490	7440	102	8063973	8064075	99.9987351308117	0.00126172413861351	99.750092031643	pe	OBV	vg	2
[0,10]	ref	1.97034973384409	7280	20101	12821	7382	8076794	8084176	99.908685807929	0.0913141920710286	99.908685807929	pe	OBV	vg	2
(50,60]	novel	59.9733495790036	44	1852391	1852347	44	1852347	1852391	99.9976246915473	0.00229666070752809	96.6866493547166	se	OBV	vg	2
(40,50]	novel	45.4926680244399	21	9820	9799	65	1862146	1862211	99.9965095255049	0.00339279422703013	97.19812613365	se	OBV	vg	2
(30,40]	novel	35.6496235625052	47	12087	12040	112	1874186	1874298	99.994024429413	0.00584604543734423	97.8265760181645	se	OBV	vg	2
(20,30]	novel	25.1111940298507	126	10720	10594	238	1884780	1885018	99.9873741258704	0.0124228465543565	98.3795492803361	se	OBV	vg	2
(10,20]	novel	15.8691675998507	461	10716	10255	699	1895035	1895734	99.9631277383852	0.0364855871491394	98.914827815693	se	OBV	vg	2
[0,10]	novel	3.03349758598377	6680	20091	13411	7379	1908446	1915825	99.6148395599807	0.385160440019313	99.6148395599807	se	OBV	vg	2
(50,60]	ref	59.9796012485552	29	7860285	7860256	29	7860256	7860285	99.9996310566347	0.000358725534763906	97.2301564476276	se	OBV	vg	2
(40,50]	ref	45.0683771731403	27	30946	30919	56	7891175	7891231	99.9992903515307	0.000692711377475129	97.6126197169161	se	OBV	vg	2
(30,40]	ref	36.024589064972	30	37293	37263	86	7928438	7928524	99.9989153088267	0.00106380675826538	98.0735572893956	se	OBV	vg	2
(20,30]	ref	24.926515600316	52	40512	40460	138	7968898	7969036	99.9982682974453	0.00170703875163514	98.5740412596214	se	OBV	vg	2
(10,20]	ref	15.8495506662535	170	32270	32100	308	8000998	8001306	99.9961506284099	0.00380991257611321	98.971113317067	se	OBV	vg	2
[0,10]	ref	2.65041209620003	27285	82869	55584	27593	8056582	8084175	99.6586788385952	0.341321161404843	99.6586788385952	se	OBV	vg	2
(50,60]	novel	59.9938349278179	27	1905736	1905709	27	1905709	1905736	99.998583224539	0.00140931599631072	99.4720806671598	pe	OBV	vg	3
(40,50]	novel	46.06110056926	6	2635	2629	33	1908338	1908371	99.9982707764895	0.00172249732882422	99.6093062876894	pe	OBV	vg	3
(30,40]	novel	35.5146536412078	13	2252	2239	46	1910577	1910623	99.9975924083401	0.00240105688260346	99.7261751216057	pe	OBV	vg	3
(20,30]	novel	25.3455131649651	34	1861	1827	80	1912404	1912484	99.9958169584687	0.00417575110017992	99.8215388373561	pe	OBV	vg	3
(10,20]	novel	15.9644935972061	90	1718	1628	170	1914032	1914202	99.9911190146076	0.00887347108788234	99.9065153722447	pe	OBV	vg	3
[0,10]	novel	3.50154225786552	378	1621	1243	548	1915275	1915823	99.9713961049638	0.0286038950362325	99.9713961049638	pe	OBV	vg	3
(50,60]	ref	59.9939025848407	17	8028812	8028795	17	8028795	8028812	99.9997882625724	0.000210287330423369	99.3149333568525	pe	OBV	vg	3
(40,50]	ref	46.2166385609893	12	8895	8883	29	8037678	8037707	99.9996392005829	0.000358725446016335	99.4248146719202	pe	OBV	vg	3
(30,40]	ref	35.7861556284997	13	10358	10345	42	8048023	8048065	99.9994781354276	0.000519533404575382	99.5527806974043	pe	OBV	vg	3
(20,30]	ref	24.7832964987786	24	8597	8573	66	8056596	8056662	99.9991808021734	0.000816409635761315	99.6588273611525	pe	OBV	vg	3
(10,20]	ref	16.5118037135279	64	7540	7476	130	8064072	8064202	99.9983879372069	0.00160807958559047	99.7513043071669	pe	OBV	vg	3
[0,10]	ref	1.95334167709637	7224	19975	12751	7354	8076823	8084177	99.9090321748274	0.0909678251725562	99.9090321748274	pe	OBV	vg	3
(50,60]	novel	59.9733192538979	55	1852347	1852292	55	1852292	1852347	99.9970307939063	0.00287082588441011	96.6837785288322	se	OBV	vg	3
(40,50]	novel	45.4823932689311	22	9627	9605	77	1861897	1861974	99.9958646039096	0.00401915623817416	97.1851291219187	se	OBV	vg	3
(30,40]	novel	35.6307894089679	63	12199	12136	140	1874033	1874173	99.9925300385823	0.00730755679668028	97.8185899025224	se	OBV	vg	3
(20,30]	novel	25.0923650923651	159	10989	10830	299	1884863	1885162	99.9841392941296	0.0156068534443386	98.3838816175799	se	OBV	vg	3
(10,20]	novel	15.8965453537779	492	10826	10334	791	1895197	1895988	99.9582803266687	0.0412876959012436	98.9232837028434	se	OBV	vg	3
[0,10]	novel	3.02444926148107	6386	19837	13451	7177	1908648	1915825	99.6253833205016	0.374616679498388	99.6253833205016	se	OBV	vg	3
(50,60]	ref	59.9796105834937	27	7859862	7859835	27	7859835	7859862	99.9996564825184	0.000333985842711223	97.2249487424505	se	OBV	vg	3
(40,50]	ref	45.0874516129032	29	31000	30971	56	7890806	7890862	99.9992903183454	0.000692711377475129	97.6080552437324	se	OBV	vg	3
(30,40]	ref	36.0317370892019	43	37275	37232	99	7928038	7928137	99.9987512829307	0.00122461475660782	98.0686093509851	se	OBV	vg	3
(20,30]	ref	24.9412271842747	55	40597	40542	154	7968580	7968734	99.9980674471001	0.0019049562880566	98.5701076485851	se	OBV	vg	3
(10,20]	ref	15.871401210923	165	32372	32207	319	8000787	8001106	99.9960130511957	0.00394598088240297	98.9685032795554	se	OBV	vg	3
[0,10]	ref	2.64122596877295	27350	83069	55719	27669	8056506	8084175	99.6577387302972	0.342261269702845	99.6577387302972	se	OBV	vg	3
(50,60]	novel	59.9940044727704	23	1905754	1905731	23	1905731	1905754	99.998793128599	0.00120052718802605	99.4731251549593	pe	OBV	vg	4
(40,50]	novel	46.0045644731837	4	2629	2625	27	1908356	1908383	99.9985851896606	0.00140931452507405	99.6101418448971	pe	OBV	vg	4
(30,40]	novel	35.5092552733534	10	2323	2313	37	1910669	1910706	99.9980635430045	0.00193128286769407	99.7308731225451	pe	OBV	vg	4
(20,30]	novel	25.520902090209	33	1818	1785	70	1912454	1912524	99.9963399152115	0.00365377839834014	99.8240444717028	pe	OBV	vg	4
(10,20]	novel	15.7899761336516	82	1676	1594	152	1914048	1914200	99.9920593459409	0.00793391880782431	99.9072462255164	pe	OBV	vg	4
[0,10]	novel	3.68738461538462	331	1625	1294	483	1915342	1915825	99.9747889290515	0.025211070948547	99.9747889290515	pe	OBV	vg	4
(50,60]	ref	59.9938816453845	26	8028956	8028930	26	8028930	8028956	99.9996761720951	0.000321615996684881	99.3166278562748	pe	OBV	vg	4
(40,50]	ref	46.2189583097955	11	8851	8840	37	8037770	8037807	99.9995396754364	0.000457684302974639	99.4259772951476	pe	OBV	vg	4
(30,40]	ref	35.814295386401	9	10339	10330	46	8048100	8048146	99.9994284397922	0.000569012917211713	99.5537578045997	pe	OBV	vg	4
(20,30]	ref	24.7469411764706	29	8500	8471	75	8056571	8056646	99.9990690915301	0.000927738451975619	99.6585427702889	pe	OBV	vg	4
(10,20]	ref	16.5264961771685	52	7586	7534	127	8064105	8064232	99.9984251445147	0.00157097044534538	99.7517371902513	pe	OBV	vg	4
[0,10]	ref	1.96951311237026	7165	19943	12778	7292	8076883	8084175	99.9097990827759	0.0902009172240829	99.9097990827759	pe	OBV	vg	4
(50,60]	novel	59.9733254316766	42	1852776	1852734	42	1852734	1852776	99.9977331312582	0.00219226703900408	96.706849529576	se	OBV	vg	4
(40,50]	novel	45.5231916632611	22	9788	9766	64	1862500	1862564	99.9965638764628	0.00334059739276813	97.2166038129787	se	OBV	vg	4
(30,40]	novel	35.6234814444999	51	12018	11967	115	1874467	1874582	99.9938652990373	0.00600263594013023	97.8412433285921	se	OBV	vg	4
(20,30]	novel	25.0867127639694	120	10702	10582	235	1885049	1885284	99.9875350345094	0.0122662560515705	98.3935902287526	se	OBV	vg	4
(10,20]	novel	15.9002970664686	467	10772	10305	702	1895354	1896056	99.9629757770868	0.0366421776519254	98.9314786058226	se	OBV	vg	4
[0,10]	novel	3.09089989377308	6383	19769	13386	7085	1908740	1915825	99.6301854292537	0.369814570746284	99.6301854292537	se	OBV	vg	4
(50,60]	ref	59.9797404351389	43	7860386	7860343	43	7860343	7860386	99.9994529530738	0.000531903379132688	97.2312326242319	se	OBV	vg	4
(40,50]	ref	45.0406705492455	28	31079	31051	71	7891394	7891465	99.9991002937984	0.000878259067870253	97.6153287131958	se	OBV	vg	4
(30,40]	ref	36.035872381775	36	37048	37012	107	7928406	7928513	99.998650440505	0.00132357352481855	98.0731614543228	se	OBV	vg	4
(20,30]	ref	24.9516049746842	55	40686	40631	162	7969037	7969199	99.9979671733633	0.00200391505626734	98.5757606682191	se	OBV	vg	4
(10,20]	ref	15.872924232548	158	32217	32059	320	8001096	8001416	99.9960007078747	0.00395835072842931	98.9723255619776	se	OBV	vg	4
[0,10]	ref	2.65468408269795	27289	82759	55470	27609	8056566	8084175	99.6584809210587	0.341519078941265	99.6584809210587	se	OBV	vg	4
(50,60]	novel	59.9936231464252	22	1905642	1905620	22	1905620	1905642	99.9988455334213	0.00114833095315645	99.4673832251814	pe	OBV	vg	5
(40,50]	novel	46.0567882662655	2	2659	2657	24	1908277	1908301	99.9987423367697	0.00125272467617067	99.6060702862058	pe	OBV	vg	5
(30,40]	novel	35.4658411614005	5	2342	2337	29	1910614	1910643	99.9984821863634	0.00151370898370623	99.728054351548	pe	OBV	vg	5
(20,30]	novel	25.5257617728532	27	1805	1778	56	1912392	1912448	99.9970718158089	0.00292302424439823	99.8208603713076	pe	OBV	vg	5
(10,20]	novel	15.7608069164265	74	1735	1661	130	1914053	1914183	99.9932085908192	0.00678559199592447	99.9075593582709	pe	OBV	vg	5
[0,10]	novel	3.8933577087142	311	1641	1330	441	1915383	1915824	99.9769811840754	0.0230188159246361	99.9769811840754	pe	OBV	vg	5
(50,60]	ref	59.993872545051	10	8028782	8028772	10	8028772	8028782	99.9998754481066	0.000123698444962109	99.3146611355319	pe	OBV	vg	5
(40,50]	ref	46.1799796633149	12	8851	8839	22	8037611	8037633	99.9997262875774	0.000272136578916639	99.4239981910339	pe	OBV	vg	5
(30,40]	ref	35.7573655198631	5	10522	10517	27	8048128	8048155	99.9996645193836	0.000333985801397693	99.5540918456006	pe	OBV	vg	5
(20,30]	ref	24.7411778590818	15	8473	8458	42	8056586	8056628	99.9994786900922	0.000519533468840857	99.6587159903495	pe	OBV	vg	5
(10,20]	ref	16.5619123294928	41	7551	7510	83	8064096	8064179	99.9989707569735	0.0010266970931855	99.7516135225161	pe	OBV	vg	5
[0,10]	ref	1.98694804220633	7181	19997	12816	7264	8076912	8084176	99.9101454495795	0.0898545504204758	99.9101454495795	pe	OBV	vg	5
