3.26028e-06 GBR
3.78848e-05 GBR
1.31504e-05 GBR
8.76692e-06 GBR
2.1978e-06 GBR
6.50841e-06 GBR
7.43731e-06 GBR
3.4157e-05 GBR
2.47708e-05 GBR
8.59693e-06 GBR
3.68648e-05 GBR
4.32275e-06 GBR
1.0989e-06 GBR
8.14583e-05 GBR
0.000230915 GBR
0.000225372 GBR
0.000793036 GBR
0.00198252 GBR
0.00158068 GBR
0.000572102 GBR
0.00124702 GBR
0.00167663 GBR
0.00136103 GBR
0.00158076 GBR
0.00148643 GBR
0.00104162 GBR
0.00141425 GBR
0.001111 GBR
0.00194977 GBR
0.0015608 GBR
0.0032116 GBR
0.002236 GBR
0.00147054 GBR
0.00150253 GBR
0.00114839 GBR
0.000418226 GBR
0.000693929 GBR
0.00203117 GBR
0.00154107 GBR
0.000852456 GBR
0.002046 GBR
0.00098263 GBR
0.00133473 GBR
0.00143649 GBR
0.00219547 GBR
0.00212951 GBR
0.0015888 GBR
0.00196232 GBR
0.0025521 GBR
0.00169059 GBR
0.0024853 GBR
0.0015416 GBR
0.0025315 GBR
0.00267622 GBR
0.00143035 GBR
0.00134977 GBR
0.00215264 GBR
0.000869419 GBR
0.000910267 GBR
0.000982903 GBR
0.00241358 GBR
0.00242207 GBR
0.00124894 GBR
0.0020183 GBR
0.00201198 GBR
0.00144536 GBR
0.00135599 GBR
0.000856997 GBR
0.00171594 GBR
0.00170592 GBR
0.00249598 GBR
0.000912434 GBR
0.000901888 GBR
0.00156494 GBR
0.00137984 GBR
0.00290067 GBR
0.00226444 GBR
0.000983079 GBR
0.00220566 GBR
0.00172665 GBR
0.00117704 GBR
0.00168578 GBR
0.00140875 GBR
0.00086625 GBR
0.00129329 GBR
0.00123646 GBR
0.000767088 GBR
0.000693243 GBR
0.0012135 GBR
0.000949639 GBR
0.00237216 GBR
0.00246193 GBR
0.00258009 GBR
0.00204199 GBR
0.00158513 GBR
0.00253897 GBR
0.00142926 GBR
0.00105941 GBR
0.00154739 GBR
0.00109269 GBR
0.00158324 GBR
0.00154665 GBR
0.00181557 GBR
0.00119957 GBR
0.000968781 GBR
0.000472813 GBR
0.000608925 GBR
0.000615925 GBR
0.00113401 GBR
0.00110789 GBR
0.00170589 GBR
0.00113996 GBR
0.000685544 GBR
0.000626501 GBR
0.001016 GBR
0.000747034 GBR
0.000778089 GBR
0.000853379 GBR
0.000350513 GBR
0.00059592 GBR
0.000231704 GBR
0.000407723 GBR
0.000680596 GBR
0.000539269 GBR
0.00191132 GBR
0.000810097 GBR
0.00122063 GBR
0.000733088 GBR
0.00102081 GBR
0.00109651 GBR
0.000888185 GBR
0.000415986 GBR
0.000294493 GBR
0.000201821 GBR
0.00020901 GBR
0.000183431 GBR
0.000518414 GBR
0.0012379 GBR
0.00017311 GBR
0.000211626 GBR
0.0008726 GBR
0.00133124 GBR
0.000872643 GBR
0.00227789 GBR
0.00246637 GBR
0.00310114 GBR
0.00183477 GBR
0.000670384 GBR
0.000121602 GBR
0.0003968 GBR
0.000540174 GBR
0.000197001 GBR
0.000371113 GBR
0.000442966 GBR
0.000482551 GBR
0.000361939 GBR
0.000835195 GBR
0.000544169 GBR
0.00110457 GBR
0.00153369 GBR
0.00156685 GBR
0.00137054 GBR
0.00137348 GBR
0.00155955 GBR
0.00158465 GBR
0.00151766 GBR
0.00160943 GBR
0.00062709 GBR
0.00085571 GBR
0.00158157 GBR
0.00125631 GBR
0.00106139 GBR
0.000909131 GBR
0.000852413 GBR
0.000614462 GBR
0.000916987 GBR
0.000848303 GBR
0.000950671 GBR
0.000706448 GBR
0.000669583 GBR
0.00125218 GBR
0.000775867 GBR
0.000934849 GBR
0.000711007 GBR
0.00148563 GBR
0.000867142 GBR
0.00117149 GBR
0.00203966 GBR
0.000950076 GBR
0.000529646 GBR
0.000700947 GBR
0.00120546 GBR
0.00235485 GBR
0.0010503 GBR
0.00191527 GBR
0.000749614 GBR
0.00064993 GBR
0.000776571 GBR
0.000399004 GBR
0.000713333 GBR
0.000584391 GBR
0.000528074 GBR
0.00100979 GBR
0.000867203 GBR
0.000932439 GBR
0.00132783 GBR
0.00150614 GBR
0.00126697 GBR
0.000940975 GBR
0.000986497 GBR
0.000724188 GBR
0.000978793 GBR
0.000635784 GBR
0.000299241 GBR
0.000465121 GBR
0.000273092 GBR
0.000412604 GBR
0.000520946 GBR
0.000797911 GBR
0.00126522 GBR
0.00066835 GBR
0.000844217 GBR
0.00101039 GBR
0.000668193 GBR
0.00138921 GBR
0.001233 GBR
0.00119083 GBR
0.00119092 GBR
0.0012169 GBR
0.000648376 GBR
0.00208606 GBR
0.00199779 GBR
0.0015455 GBR
0.00143291 GBR
0.00116067 GBR
0.00121397 GBR
0.000910874 GBR
0.000941722 GBR
0.002074 GBR
0.000857987 GBR
0.00185283 GBR
0.0014891 GBR
0.00107104 GBR
0.00169138 GBR
0.00292918 GBR
0.00211331 GBR
0.00193304 GBR
0.00268564 GBR
0.00266163 GBR
0.00137769 GBR
0.00145289 GBR
0.00153221 GBR
0.00133221 GBR
0.000747192 GBR
0.000373632 GBR
0.000655916 GBR
0.00119242 GBR
0.000840696 GBR
0.000780317 GBR
0.00214855 GBR
0.000970651 GBR
0.000594767 GBR
0.0012788 GBR
0.00167482 GBR
0.00112904 GBR
0.000765515 GBR
0.00116765 GBR
0.000835991 GBR
0.00076305 GBR
0.00117143 GBR
0.000583067 GBR
0.000941722 GBR
0.000382035 GBR
0.000636774 GBR
0.00157002 GBR
0.00171482 GBR
0.00148993 GBR
0.000819349 GBR
0.00183741 GBR
0.00151548 GBR
0.000938431 GBR
0.00154145 GBR
0.00237259 GBR
0.00143354 GBR
0.00112908 GBR
0.000978799 GBR
0.00128142 GBR
0.00132311 GBR
0.00177784 GBR
0.00071009 GBR
0.00124608 GBR
0.00236666 GBR
0.00143836 GBR
0.00117797 GBR
0.00154327 GBR
0.00131353 GBR
0.00132648 GBR
0.00111098 GBR
0.00133547 GBR
0.00150674 GBR
0.00126281 GBR
0.0014918 GBR
0.00118175 GBR
0.00171308 GBR
0.00162149 GBR
0.00243858 GBR
0.00311853 GBR
0.00183895 GBR
0.00249745 GBR
0.00233947 GBR
0.00157469 GBR
0.00205969 GBR
0.00132008 GBR
0.00191599 GBR
